Stn Id,Stn Name,CIMIS Region,Date,Hour (PST),Jul,Precip (in),qc,Air Temp (F),qc
227,Plymouth,Sierra Foothill,1/3/2023,1000,003,0.00, ,42.5, 
227,Plymouth,Sierra Foothill,1/3/2023,1100,003,0.00, ,43.3, 
227,Plymouth,Sierra Foothill,1/3/2023,1200,003,0.00, ,46.3, 
227,Plymouth,Sierra Foothill,1/3/2023,1300,003,0.00, ,50.1, 
227,Plymouth,Sierra Foothill,1/3/2023,1400,003,0.00, ,51.0, 
227,Plymouth,Sierra Foothill,1/3/2023,1500,003,0.00, ,51.1, 
227,Plymouth,Sierra Foothill,1/3/2023,1600,003,0.00, ,49.7, 
227,Plymouth,Sierra Foothill,1/3/2023,1700,003,0.00, ,47.8, 
227,Plymouth,Sierra Foothill,1/3/2023,1800,003,0.00, ,46.8, 
227,Plymouth,Sierra Foothill,1/3/2023,1900,003,0.00, ,47.4, 
227,Plymouth,Sierra Foothill,1/3/2023,2000,003,0.00, ,48.2, 
227,Plymouth,Sierra Foothill,1/3/2023,2100,003,0.00, ,47.6, 
227,Plymouth,Sierra Foothill,1/3/2023,2200,003,0.00, ,49.7, 
227,Plymouth,Sierra Foothill,1/3/2023,2300,003,0.00, ,49.2, 
227,Plymouth,Sierra Foothill,1/3/2023,2400,003,0.00, ,47.9, 
227,Plymouth,Sierra Foothill,1/4/2023,0100,004,0.00, ,43.0, 
227,Plymouth,Sierra Foothill,1/4/2023,0200,004,0.00, ,42.4, 
227,Plymouth,Sierra Foothill,1/4/2023,0300,004,0.00, ,42.6, 
227,Plymouth,Sierra Foothill,1/4/2023,0400,004,0.00, ,45.8, 
227,Plymouth,Sierra Foothill,1/4/2023,0500,004,0.00, ,45.6, 
227,Plymouth,Sierra Foothill,1/4/2023,0600,004,0.00, ,50.4, 
227,Plymouth,Sierra Foothill,1/4/2023,0700,004,0.00, ,52.1, 
227,Plymouth,Sierra Foothill,1/4/2023,0800,004,0.00, ,50.6, 
227,Plymouth,Sierra Foothill,1/4/2023,0900,004,0.00, ,53.6, 
227,Plymouth,Sierra Foothill,1/4/2023,1000,004,0.02, ,51.2, 
227,Plymouth,Sierra Foothill,1/4/2023,1100,004,0.00, ,53.7, 
227,Plymouth,Sierra Foothill,1/4/2023,1200,004,0.00, ,60.1, 
227,Plymouth,Sierra Foothill,1/4/2023,1300,004,0.00, ,61.4, 
227,Plymouth,Sierra Foothill,1/4/2023,1400,004,0.00, ,62.2, 
227,Plymouth,Sierra Foothill,1/4/2023,1500,004,0.00, ,62.7, 
227,Plymouth,Sierra Foothill,1/4/2023,1600,004,0.00, ,62.8, 
227,Plymouth,Sierra Foothill,1/4/2023,1700,004,0.00, ,61.0, 
227,Plymouth,Sierra Foothill,1/4/2023,1800,004,0.00, ,57.9,Y
227,Plymouth,Sierra Foothill,1/4/2023,1900,004,0.00, ,55.9,Y
227,Plymouth,Sierra Foothill,1/4/2023,2000,004,0.10, ,55.8,Y
227,Plymouth,Sierra Foothill,1/4/2023,2100,004,0.14, ,53.2, 
227,Plymouth,Sierra Foothill,1/4/2023,2200,004,0.00, ,54.0,Y
227,Plymouth,Sierra Foothill,1/4/2023,2300,004,0.00, ,54.3,Y
227,Plymouth,Sierra Foothill,1/4/2023,2400,004,0.00, ,54.1,Y
227,Plymouth,Sierra Foothill,1/5/2023,0100,005,0.00, ,53.5, 
227,Plymouth,Sierra Foothill,1/5/2023,0200,005,0.00, ,52.5,Y
227,Plymouth,Sierra Foothill,1/5/2023,0300,005,0.05, ,50.9, 
227,Plymouth,Sierra Foothill,1/5/2023,0400,005,0.09, ,50.5, 
227,Plymouth,Sierra Foothill,1/5/2023,0500,005,0.07, ,49.3, 
227,Plymouth,Sierra Foothill,1/5/2023,0600,005,0.00, ,49.3, 
227,Plymouth,Sierra Foothill,1/5/2023,0700,005,0.02, ,49.3, 
227,Plymouth,Sierra Foothill,1/5/2023,0800,005,0.00, ,49.8, 
227,Plymouth,Sierra Foothill,1/5/2023,0900,005,0.00, ,50.4, 
227,Plymouth,Sierra Foothill,1/5/2023,1000,005,0.00, ,51.9, 
227,Plymouth,Sierra Foothill,1/5/2023,1100,005,0.00, ,51.8, 
227,Plymouth,Sierra Foothill,1/5/2023,1200,005,0.07, ,49.9, 
227,Plymouth,Sierra Foothill,1/5/2023,1300,005,0.16, ,49.5, 
227,Plymouth,Sierra Foothill,1/5/2023,1400,005,0.19, ,47.6, 
227,Plymouth,Sierra Foothill,1/5/2023,1500,005,0.31, ,47.1, 
227,Plymouth,Sierra Foothill,1/5/2023,1600,005,0.09, ,46.1, 
227,Plymouth,Sierra Foothill,1/5/2023,1700,005,0.05, ,46.2, 
227,Plymouth,Sierra Foothill,1/5/2023,1800,005,0.06, ,45.9, 
227,Plymouth,Sierra Foothill,1/5/2023,1900,005,0.03, ,46.1, 
227,Plymouth,Sierra Foothill,1/5/2023,2000,005,0.00, ,46.0, 
227,Plymouth,Sierra Foothill,1/5/2023,2100,005,0.01, ,45.4, 
227,Plymouth,Sierra Foothill,1/5/2023,2200,005,0.00, ,44.5, 
227,Plymouth,Sierra Foothill,1/5/2023,2300,005,0.00, ,44.7, 
227,Plymouth,Sierra Foothill,1/5/2023,2400,005,0.00, ,44.6, 
227,Plymouth,Sierra Foothill,1/6/2023,0100,006,0.00, ,43.2, 
227,Plymouth,Sierra Foothill,1/6/2023,0200,006,0.00, ,42.9, 
227,Plymouth,Sierra Foothill,1/6/2023,0300,006,0.00, ,43.2, 
227,Plymouth,Sierra Foothill,1/6/2023,0400,006,0.00, ,42.1, 
227,Plymouth,Sierra Foothill,1/6/2023,0500,006,0.00, ,39.5, 
227,Plymouth,Sierra Foothill,1/6/2023,0600,006,0.00, ,41.3, 
227,Plymouth,Sierra Foothill,1/6/2023,0700,006,0.00, ,41.9, 
227,Plymouth,Sierra Foothill,1/6/2023,0800,006,0.00, ,41.1, 
227,Plymouth,Sierra Foothill,1/6/2023,0900,006,0.00, ,43.7, 
227,Plymouth,Sierra Foothill,1/6/2023,1000,006,0.00, ,48.3, 
227,Plymouth,Sierra Foothill,1/6/2023,1100,006,0.00, ,52.3, 
227,Plymouth,Sierra Foothill,1/6/2023,1200,006,0.00, ,53.6, 
227,Plymouth,Sierra Foothill,1/6/2023,1300,006,0.00, ,54.8, 
227,Plymouth,Sierra Foothill,1/6/2023,1400,006,0.00, ,54.3, 
227,Plymouth,Sierra Foothill,1/6/2023,1500,006,0.00, ,55.3, 
227,Plymouth,Sierra Foothill,1/6/2023,1600,006,0.00, ,53.5, 
227,Plymouth,Sierra Foothill,1/6/2023,1700,006,0.00, ,50.3, 
227,Plymouth,Sierra Foothill,1/6/2023,1800,006,0.00, ,45.3, 
227,Plymouth,Sierra Foothill,1/6/2023,1900,006,0.00, ,43.6, 
227,Plymouth,Sierra Foothill,1/6/2023,2000,006,0.00, ,44.3, 
227,Plymouth,Sierra Foothill,1/6/2023,2100,006,0.00, ,42.6, 
227,Plymouth,Sierra Foothill,1/6/2023,2200,006,0.00, ,44.2, 
227,Plymouth,Sierra Foothill,1/6/2023,2300,006,0.00, ,47.0, 
227,Plymouth,Sierra Foothill,1/6/2023,2400,006,0.00, ,47.7, 
227,Plymouth,Sierra Foothill,1/7/2023,0100,007,0.00, ,50.4, 
227,Plymouth,Sierra Foothill,1/7/2023,0200,007,0.00, ,45.0, 
227,Plymouth,Sierra Foothill,1/7/2023,0300,007,0.00, ,43.7, 
227,Plymouth,Sierra Foothill,1/7/2023,0400,007,0.00, ,46.9, 
227,Plymouth,Sierra Foothill,1/7/2023,0500,007,0.00, ,47.9, 
227,Plymouth,Sierra Foothill,1/7/2023,0600,007,0.00, ,49.4, 
227,Plymouth,Sierra Foothill,1/7/2023,0700,007,0.00, ,50.8, 
227,Plymouth,Sierra Foothill,1/7/2023,0800,007,0.00, ,51.6, 
227,Plymouth,Sierra Foothill,1/7/2023,0900,007,0.00, ,53.6, 
227,Plymouth,Sierra Foothill,1/7/2023,1000,007,0.00, ,54.0, 
227,Plymouth,Sierra Foothill,1/7/2023,1100,007,0.00, ,54.1, 
227,Plymouth,Sierra Foothill,1/7/2023,1200,007,0.00, ,57.9, 
227,Plymouth,Sierra Foothill,1/7/2023,1300,007,0.00, ,59.8, 
227,Plymouth,Sierra Foothill,1/7/2023,1400,007,0.00, ,59.6, 
227,Plymouth,Sierra Foothill,1/7/2023,1500,007,0.00, ,58.9, 
227,Plymouth,Sierra Foothill,1/7/2023,1600,007,0.00, ,57.7, 
227,Plymouth,Sierra Foothill,1/7/2023,1700,007,0.00, ,57.4, 
227,Plymouth,Sierra Foothill,1/7/2023,1800,007,0.00, ,55.7,Y
227,Plymouth,Sierra Foothill,1/7/2023,1900,007,0.05, ,49.2, 
227,Plymouth,Sierra Foothill,1/7/2023,2000,007,0.06, ,46.9, 
227,Plymouth,Sierra Foothill,1/7/2023,2100,007,0.01, ,47.5, 
227,Plymouth,Sierra Foothill,1/7/2023,2200,007,0.00, ,51.3, 
227,Plymouth,Sierra Foothill,1/7/2023,2300,007,0.02, ,52.1, 
227,Plymouth,Sierra Foothill,1/7/2023,2400,007,0.00, ,52.1, 
227,Plymouth,Sierra Foothill,1/8/2023,0100,008,0.02, ,49.0, 
227,Plymouth,Sierra Foothill,1/8/2023,0200,008,0.02, ,49.4, 
227,Plymouth,Sierra Foothill,1/8/2023,0300,008,0.07, ,47.2, 
227,Plymouth,Sierra Foothill,1/8/2023,0400,008,0.03, ,45.8, 
227,Plymouth,Sierra Foothill,1/8/2023,0500,008,0.01, ,46.5, 
227,Plymouth,Sierra Foothill,1/8/2023,0600,008,0.00, ,47.5, 
227,Plymouth,Sierra Foothill,1/8/2023,0700,008,0.00, ,47.6, 
227,Plymouth,Sierra Foothill,1/8/2023,0800,008,0.00, ,48.1, 
227,Plymouth,Sierra Foothill,1/8/2023,0900,008,0.00, ,49.4, 
227,Plymouth,Sierra Foothill,1/8/2023,1000,008,0.00, ,51.6, 
227,Plymouth,Sierra Foothill,1/8/2023,1100,008,0.00, ,53.8, 
227,Plymouth,Sierra Foothill,1/8/2023,1200,008,0.00, ,55.5, 
227,Plymouth,Sierra Foothill,1/8/2023,1300,008,0.00, ,55.7, 
227,Plymouth,Sierra Foothill,1/8/2023,1400,008,0.00, ,56.3, 
227,Plymouth,Sierra Foothill,1/8/2023,1500,008,0.00, ,55.4, 
227,Plymouth,Sierra Foothill,1/8/2023,1600,008,0.00, ,53.5, 
227,Plymouth,Sierra Foothill,1/8/2023,1700,008,0.00, ,51.9, 
227,Plymouth,Sierra Foothill,1/8/2023,1800,008,0.00, ,50.1, 
227,Plymouth,Sierra Foothill,1/8/2023,1900,008,0.00, ,51.2, 
227,Plymouth,Sierra Foothill,1/8/2023,2000,008,0.00, ,52.7, 
227,Plymouth,Sierra Foothill,1/8/2023,2100,008,0.00, ,54.2, 
227,Plymouth,Sierra Foothill,1/8/2023,2200,008,0.00, ,54.7,Y
227,Plymouth,Sierra Foothill,1/8/2023,2300,008,0.02, ,53.2, 
227,Plymouth,Sierra Foothill,1/8/2023,2400,008,0.09, ,51.5, 
227,Plymouth,Sierra Foothill,1/9/2023,0100,009,0.05, ,51.4, 
227,Plymouth,Sierra Foothill,1/9/2023,0200,009,0.06, ,50.3, 
227,Plymouth,Sierra Foothill,1/9/2023,0300,009,0.10, ,50.1, 
227,Plymouth,Sierra Foothill,1/9/2023,0400,009,0.05, ,51.0, 
227,Plymouth,Sierra Foothill,1/9/2023,0500,009,0.01, ,51.7, 
227,Plymouth,Sierra Foothill,1/9/2023,0600,009,0.11, ,51.5, 
227,Plymouth,Sierra Foothill,1/9/2023,0700,009,0.10, ,52.5, 
227,Plymouth,Sierra Foothill,1/9/2023,0800,009,0.08, ,53.8,Y
227,Plymouth,Sierra Foothill,1/9/2023,0900,009,0.21, ,53.5, 
227,Plymouth,Sierra Foothill,1/9/2023,1000,009,0.13, ,52.9, 
227,Plymouth,Sierra Foothill,1/9/2023,1100,009,0.08, ,53.0, 
227,Plymouth,Sierra Foothill,1/9/2023,1200,009,0.00, ,53.0, 
227,Plymouth,Sierra Foothill,1/9/2023,1300,009,0.00, ,52.7, 
227,Plymouth,Sierra Foothill,1/9/2023,1400,009,0.00, ,52.6, 
227,Plymouth,Sierra Foothill,1/9/2023,1500,009,0.00, ,53.1, 
227,Plymouth,Sierra Foothill,1/9/2023,1600,009,0.00, ,52.6, 
227,Plymouth,Sierra Foothill,1/9/2023,1700,009,0.00, ,50.5, 
227,Plymouth,Sierra Foothill,1/9/2023,1800,009,0.00, ,48.1, 
227,Plymouth,Sierra Foothill,1/9/2023,1900,009,0.00, ,46.9, 
227,Plymouth,Sierra Foothill,1/9/2023,2000,009,0.00, ,45.7, 
227,Plymouth,Sierra Foothill,1/9/2023,2100,009,0.00, ,44.0, 
227,Plymouth,Sierra Foothill,1/9/2023,2200,009,0.00, ,45.4, 
227,Plymouth,Sierra Foothill,1/9/2023,2300,009,0.00, ,47.1, 
227,Plymouth,Sierra Foothill,1/9/2023,2400,009,0.00, ,49.5, 
227,Plymouth,Sierra Foothill,1/10/2023,0100,010,0.00, ,50.7, 
227,Plymouth,Sierra Foothill,1/10/2023,0200,010,0.00, ,52.6, 
227,Plymouth,Sierra Foothill,1/10/2023,0300,010,0.00, ,54.6,Y
227,Plymouth,Sierra Foothill,1/10/2023,0400,010,0.03, ,55.2,Y
227,Plymouth,Sierra Foothill,1/10/2023,0500,010,0.15, ,48.8, 
227,Plymouth,Sierra Foothill,1/10/2023,0600,010,0.00, ,47.6, 
227,Plymouth,Sierra Foothill,1/10/2023,0700,010,0.00, ,47.6, 
227,Plymouth,Sierra Foothill,1/10/2023,0800,010,0.04, ,47.1, 
227,Plymouth,Sierra Foothill,1/10/2023,0900,010,0.00, ,47.4, 
227,Plymouth,Sierra Foothill,1/10/2023,1000,010,0.10, ,47.0, 
227,Plymouth,Sierra Foothill,1/10/2023,1100,010,0.03, ,45.6, 
227,Plymouth,Sierra Foothill,1/10/2023,1200,010,0.02, ,45.0, 
227,Plymouth,Sierra Foothill,1/10/2023,1300,010,0.08, ,44.5, 
227,Plymouth,Sierra Foothill,1/10/2023,1400,010,0.00, ,45.6, 
227,Plymouth,Sierra Foothill,1/10/2023,1500,010,0.13, ,44.6, 
227,Plymouth,Sierra Foothill,1/10/2023,1600,010,0.09, ,42.9, 
227,Plymouth,Sierra Foothill,1/10/2023,1700,010,0.04, ,42.8, 
227,Plymouth,Sierra Foothill,1/10/2023,1800,010,0.01, ,42.9, 
227,Plymouth,Sierra Foothill,1/10/2023,1900,010,0.00, ,43.3, 
227,Plymouth,Sierra Foothill,1/10/2023,2000,010,0.00, ,43.6, 
227,Plymouth,Sierra Foothill,1/10/2023,2100,010,0.00, ,43.2, 
227,Plymouth,Sierra Foothill,1/10/2023,2200,010,0.00, ,43.6, 
227,Plymouth,Sierra Foothill,1/10/2023,2300,010,0.02, ,44.6, 
227,Plymouth,Sierra Foothill,1/10/2023,2400,010,0.00, ,45.5, 
227,Plymouth,Sierra Foothill,1/11/2023,0100,011,0.00, ,45.6, 
227,Plymouth,Sierra Foothill,1/11/2023,0200,011,0.00, ,45.4, 
227,Plymouth,Sierra Foothill,1/11/2023,0300,011,0.00, ,45.2, 
227,Plymouth,Sierra Foothill,1/11/2023,0400,011,0.00, ,45.1, 
227,Plymouth,Sierra Foothill,1/11/2023,0500,011,0.00, ,46.1, 
227,Plymouth,Sierra Foothill,1/11/2023,0600,011,0.00, ,47.0, 
227,Plymouth,Sierra Foothill,1/11/2023,0700,011,0.00, ,47.5, 
227,Plymouth,Sierra Foothill,1/11/2023,0800,011,0.00, ,47.4, 
227,Plymouth,Sierra Foothill,1/11/2023,0900,011,0.00, ,48.3, 
227,Plymouth,Sierra Foothill,1/11/2023,1000,011,0.00, ,49.6, 
227,Plymouth,Sierra Foothill,1/11/2023,1100,011,0.00, ,51.1, 
227,Plymouth,Sierra Foothill,1/11/2023,1200,011,0.00, ,52.3, 
227,Plymouth,Sierra Foothill,1/11/2023,1300,011,0.00, ,52.3, 
227,Plymouth,Sierra Foothill,1/11/2023,1400,011,0.00, ,49.9, 
227,Plymouth,Sierra Foothill,1/11/2023,1500,011,0.00, ,50.2, 
227,Plymouth,Sierra Foothill,1/11/2023,1600,011,0.00, ,50.9, 
227,Plymouth,Sierra Foothill,1/11/2023,1700,011,0.00, ,50.3, 
227,Plymouth,Sierra Foothill,1/11/2023,1800,011,0.09, ,49.7, 
227,Plymouth,Sierra Foothill,1/11/2023,1900,011,0.04, ,50.5, 
227,Plymouth,Sierra Foothill,1/11/2023,2000,011,0.01, ,51.0, 
227,Plymouth,Sierra Foothill,1/11/2023,2100,011,0.02, ,51.4, 
227,Plymouth,Sierra Foothill,1/11/2023,2200,011,0.00, ,52.0, 
227,Plymouth,Sierra Foothill,1/11/2023,2300,011,0.00, ,52.7, 
227,Plymouth,Sierra Foothill,1/11/2023,2400,011,0.00, ,52.5, 
227,Plymouth,Sierra Foothill,1/12/2023,0100,012,0.00, ,53.0, 
227,Plymouth,Sierra Foothill,1/12/2023,0200,012,0.00, ,52.1, 
227,Plymouth,Sierra Foothill,1/12/2023,0300,012,0.02, ,50.6, 
227,Plymouth,Sierra Foothill,1/12/2023,0400,012,0.00, ,49.2, 
227,Plymouth,Sierra Foothill,1/12/2023,0500,012,0.00, ,49.6, 
227,Plymouth,Sierra Foothill,1/12/2023,0600,012,0.00, ,48.0, 
227,Plymouth,Sierra Foothill,1/12/2023,0700,012,0.00, ,48.3, 
227,Plymouth,Sierra Foothill,1/12/2023,0800,012,0.00, ,52.1, 
227,Plymouth,Sierra Foothill,1/12/2023,0900,012,0.00, ,54.1, 
227,Plymouth,Sierra Foothill,1/12/2023,1000,012,0.00, ,58.9, 
227,Plymouth,Sierra Foothill,1/12/2023,1100,012,0.00, ,61.7, 
227,Plymouth,Sierra Foothill,1/12/2023,1200,012,0.00, ,62.0, 
227,Plymouth,Sierra Foothill,1/12/2023,1300,012,0.00, ,62.3, 
227,Plymouth,Sierra Foothill,1/12/2023,1400,012,0.00, ,63.5, 
227,Plymouth,Sierra Foothill,1/12/2023,1500,012,0.00, ,63.7, 
227,Plymouth,Sierra Foothill,1/12/2023,1600,012,0.00, ,62.8, 
227,Plymouth,Sierra Foothill,1/12/2023,1700,012,0.00, ,60.1, 
227,Plymouth,Sierra Foothill,1/12/2023,1800,012,0.00, ,57.1,Y
227,Plymouth,Sierra Foothill,1/12/2023,1900,012,0.00, ,55.8, 
227,Plymouth,Sierra Foothill,1/12/2023,2000,012,0.00, ,50.3, 
227,Plymouth,Sierra Foothill,1/12/2023,2100,012,0.00, ,56.8,Y
227,Plymouth,Sierra Foothill,1/12/2023,2200,012,0.00, ,59.2,Y
227,Plymouth,Sierra Foothill,1/12/2023,2300,012,0.00, ,57.6,Y
227,Plymouth,Sierra Foothill,1/12/2023,2400,012,0.00, ,59.2,Y
227,Plymouth,Sierra Foothill,1/13/2023,0100,013,0.00, ,60.6,Y
227,Plymouth,Sierra Foothill,1/13/2023,0200,013,0.00, ,55.9,Y
227,Plymouth,Sierra Foothill,1/13/2023,0300,013,0.00, ,59.7,Y
227,Plymouth,Sierra Foothill,1/13/2023,0400,013,0.00, ,58.8,Y
227,Plymouth,Sierra Foothill,1/13/2023,0500,013,0.00, ,58.0,Y
227,Plymouth,Sierra Foothill,1/13/2023,0600,013,0.00, ,57.7,Y
227,Plymouth,Sierra Foothill,1/13/2023,0700,013,0.00, ,59.1,Y
227,Plymouth,Sierra Foothill,1/13/2023,0800,013,0.00, ,59.0,Y
227,Plymouth,Sierra Foothill,1/13/2023,0900,013,0.00, ,59.1,Y
227,Plymouth,Sierra Foothill,1/13/2023,1000,013,0.00, ,58.4, 
227,Plymouth,Sierra Foothill,1/13/2023,1100,013,0.00, ,59.4, 
227,Plymouth,Sierra Foothill,1/13/2023,1200,013,0.02, ,56.9, 
227,Plymouth,Sierra Foothill,1/13/2023,1300,013,0.21, ,49.6, 
227,Plymouth,Sierra Foothill,1/13/2023,1400,013,0.15, ,47.6, 
227,Plymouth,Sierra Foothill,1/13/2023,1500,013,0.11, ,47.5, 
227,Plymouth,Sierra Foothill,1/13/2023,1600,013,0.05, ,48.1, 
227,Plymouth,Sierra Foothill,1/13/2023,1700,013,0.03, ,49.3, 
227,Plymouth,Sierra Foothill,1/13/2023,1800,013,0.07, ,49.5, 
227,Plymouth,Sierra Foothill,1/13/2023,1900,013,0.31, ,49.5, 
227,Plymouth,Sierra Foothill,1/13/2023,2000,013,0.11, ,49.3, 
227,Plymouth,Sierra Foothill,1/13/2023,2100,013,0.11, ,49.4, 
227,Plymouth,Sierra Foothill,1/13/2023,2200,013,0.11, ,49.5, 
227,Plymouth,Sierra Foothill,1/13/2023,2300,013,0.06, ,49.6, 
227,Plymouth,Sierra Foothill,1/13/2023,2400,013,0.00, ,49.6, 
227,Plymouth,Sierra Foothill,1/14/2023,0100,014,0.00, ,49.9, 
227,Plymouth,Sierra Foothill,1/14/2023,0200,014,0.00, ,50.5, 
227,Plymouth,Sierra Foothill,1/14/2023,0300,014,0.00, ,51.0, 
227,Plymouth,Sierra Foothill,1/14/2023,0400,014,0.01, ,50.9, 
227,Plymouth,Sierra Foothill,1/14/2023,0500,014,0.03, ,50.1, 
227,Plymouth,Sierra Foothill,1/14/2023,0600,014,0.04, ,50.3, 
227,Plymouth,Sierra Foothill,1/14/2023,0700,014,0.11, ,50.1, 
227,Plymouth,Sierra Foothill,1/14/2023,0800,014,0.11, ,49.2, 
227,Plymouth,Sierra Foothill,1/14/2023,0900,014,0.12, ,49.2, 
227,Plymouth,Sierra Foothill,1/14/2023,1000,014,0.14, ,49.4, 
227,Plymouth,Sierra Foothill,1/14/2023,1100,014,0.06, ,49.9, 
227,Plymouth,Sierra Foothill,1/14/2023,1200,014,0.06, ,50.1, 
227,Plymouth,Sierra Foothill,1/14/2023,1300,014,0.00, ,49.7, 
227,Plymouth,Sierra Foothill,1/14/2023,1400,014,0.00, ,50.9, 
227,Plymouth,Sierra Foothill,1/14/2023,1500,014,0.09, ,50.4, 
227,Plymouth,Sierra Foothill,1/14/2023,1600,014,0.02, ,49.5, 
227,Plymouth,Sierra Foothill,1/14/2023,1700,014,0.11, ,48.3, 
227,Plymouth,Sierra Foothill,1/14/2023,1800,014,0.04, ,46.6, 
227,Plymouth,Sierra Foothill,1/14/2023,1900,014,0.02, ,45.5, 
227,Plymouth,Sierra Foothill,1/14/2023,2000,014,0.12, ,44.9, 
227,Plymouth,Sierra Foothill,1/14/2023,2100,014,0.11, ,44.5, 
227,Plymouth,Sierra Foothill,1/14/2023,2200,014,0.12, ,43.4, 
227,Plymouth,Sierra Foothill,1/14/2023,2300,014,0.11, ,43.1, 
227,Plymouth,Sierra Foothill,1/14/2023,2400,014,0.08, ,43.3, 
227,Plymouth,Sierra Foothill,1/15/2023,0100,015,0.00, ,43.5, 
227,Plymouth,Sierra Foothill,1/15/2023,0200,015,0.00, ,43.3, 
